1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-0.527658869,-0.293714082,-0.360374627,-0.413996443,-0.602034255,-0.475881768,-0.328858747,-0.542147899,9.488539988,5.600654478,9.339953259,7.531970405,0.853991192,-0.358836751,-0.675576359,0.431883443,-0.816870139,0.767799578,0.537673401,-0.699426915,0.807475715,2.511360221,43.02085225
0.631528991,0.060152794,-0.099748953,-0.437525607,0.669780773,-0.066224864,-0.196509627,-0.505069204,0.852509243,-3.433970956,-0.165468979,-4.060253679,0.627502622,-0.278406126,-0.547738252,0.151992437,-0.123256719,-0.84359314,-0.038906542,0.802637522,0.361681758,0.433759479,30.38843894
-0.295913164,0.316435245,0.196635466,-0.502522243,-0.342665663,0.064646309,0.480985863,-0.241151784,-1.103124583,4.9243757,-2.665955199,-0.001782852,-0.554668654,-0.253094069,0.583243421,-0.183614283,-0.300590655,-0.2564677,0.4895743,0.036256515,2.789262724,1.846912904,17.8775324
-0.053296054,-0.346678167,-0.248103813,-0.250556442,-0.729168358,-0.355306357,-1.028993448,0.18923605,-4.036394924,3.583849545,1.886737626,14.88579175,-0.128966935,0.714854926,0.223523395,-0.099851027,0.409349672,-0.386749893,-0.238281142,-0.050245661,0.383409937,0.87658587,24.65118806
-0.514954579,-0.275667668,-0.391968578,0.953626064,-0.154488667,-0.373426063,-0.631335167,0.349942469,4.049333673,7.311071867,-1.488287719,6.908014141,-5.398603191,-1.72235119,7.558393598,-2.895669918,-1.301424161,2.893295651,-1.19800189,-4.426150908,14.27258193,8.313825908,291.56581
0.333064736,1.196780378,-0.810578892,-1.253794099,0.027001804,-0.657279551,0.159692186,0.713289975,-5.269699247,4.775644882,4.556264011,-2.449642731,-0.343835635,0.350690707,-0.41075504,0.915203493,-0.380475139,0.224955834,-0.553099345,0.625122536,2.460054966,1.699967171,56.60904753
-0.262294088,-1.338909044,-1.31974849,-0.299879307,1.099160604,-0.41273873,0.063478421,-1.185909798,6.938106548,6.670871295,-5.607534951,7.299025887,-0.81798882,1.918228142,-1.996839397,-1.288479299,2.061538883,-0.019806898,-0.372580327,2.366569072,2.986184369,3.539524103,202.3994656
0.572948196,0.028859376,0.330100883,-0.420220662,-1.091038519,-0.525509018,-0.99449828,0.511877378,3.173236587,5.772325483,1.722951592,-12.6208217,-0.900783148,-2.895872012,-0.967482512,-1.078568612,-1.914910765,2.667353107,-0.34567614,1.516580692,6.071571718,7.458638211,160.6628495
-0.513855205,-0.200441483,-1.736294912,-0.167471995,-0.475766369,0.050659864,-1.351667393,0.532114377,-19.55608208,27.72553733,-4.17918656,30.14892247,2.364687256,-0.487377196,-2.795799896,-0.767551005,-0.793514386,-0.05220811,0.78454909,0.474236462,8.918425639,1.305228414,168.0532826
-0.4346628,0.151459276,0.031371364,-0.743671695,0.425301929,0.429317323,-0.932208091,0.481503209,6.545077314,16.6211583,16.50976681,-18.12818398,-0.560052498,-1.103825682,-0.877028495,-0.043365168,0.510093717,-0.498051533,-0.174958391,-0.514058875,2.103827597,0.902019734,46.80195382
0.267084049,0.92988046,0.230548994,0.640715195,-1.666397805,-0.04097785,-1.108117328,0.029370136,-5.380870128,-2.579349125,8.622748093,-6.186708815,-0.49534675,0.827421036,-0.578040848,-0.129582163,0.807431582,-1.204565568,0.807425563,0.237643159,1.769342015,2.417791887,83.63698198
0.003297837,0.266247592,0.080714325,-0.07749228,-0.675987963,0.501198547,0.621846989,-0.093314232,-4.227953217,0.21911896,-9.036391124,-9.440562708,0.157245608,-0.390328184,0.017298547,0.072854895,-0.059628913,-0.559997325,0.154679995,0.088466893,1.222467986,0.297512252,14.05460616
-0.526149916,-0.095581751,-0.597552817,0.05495155,0.038243623,-0.314677723,-0.02043699,-0.33516872,-3.664331249,1.879280991,0.628055802,-1.300759118,0.622666837,0.730048793,-1.269741162,1.152386618,-0.45348715,-0.784115656,1.365434157,-0.686016875,4.352610321,4.224296204,43.64179609
-0.809074562,-0.495921088,-0.348427429,-0.64885083,0.313136175,0.586290436,0.023766173,0.50184136,9.595948013,-13.23439894,-9.229289642,5.669612227,-0.188753502,-0.630416029,-0.647895774,-0.714722018,0.583270484,0.646346578,1.18514144,0.374794182,0.917807504,2.848239069,49.75957048
0.283562421,0.357920082,-0.256701336,-0.038691889,-1.620315673,-0.624382032,0.946385171,-0.295848113,-2.63834609,-6.391824755,20.0330246,12.60751454,-1.106085337,-1.061633935,-0.138886912,-0.376600165,-0.361647736,-2.660433396,0.273568487,-0.650892407,2.810059176,3.419668243,117.5178482
0.950604304,0.246417666,-0.549669333,-0.026846147,-1.089487965,0.333792757,0.576606471,-0.292759821,-7.866585449,17.59764124,-1.928185012,-19.80186595,0.223197544,-1.645737385,0.859182927,-1.122230099,0.885249202,-2.7893329,1.908448247,-1.648833833,5.411240062,9.065939263,136.2645949
-0.363754286,-0.496260878,-0.592376754,0.108827478,0.117781889,0.366526302,0.418326443,0.090104049,9.987432319,-4.240114698,-8.378757273,0.027681728,-0.100202919,0.658293387,0.225308,0.909723431,0.558088147,-0.217758252,0.736219008,-0.612121395,0.901673869,2.290406521,29.6486615
-0.828124053,0.356535054,0.966822852,-1.319373096,0.043660856,-0.179944853,0.108663606,0.346078228,22.14377758,9.781741614,-5.393899174,2.841705005,-0.718780592,-0.427222252,-0.36851804,-3.75245664,-0.201727495,-0.376156163,0.873876932,-1.885702521,3.998995664,3.332086102,149.7885331
-0.498664205,0.363743674,-0.798634332,-0.450805867,0.473805818,-0.033779942,0.238830831,0.549050506,-7.22297961,13.66761271,11.92563076,-6.152812929,0.177844803,0.413403434,0.598903882,0.341259024,-0.35622568,0.023952206,-0.375910943,0.271885002,3.103555569,1.079227385,24.09958572
-0.072184048,-0.409927248,0.032512135,0.391064914,-0.160128327,0.464401337,0.193036789,-0.414747663,1.044920811,10.33435956,4.210984149,-11.49969053,6.36618364,-4.425110761,2.861621376,-6.003365913,6.30812921,-5.432995097,2.441740488,-6.618135228,7.75465145,6.668880278,234.4153983
-0.052680006,0.177880926,0.094337886,-0.241728068,0.710015987,0.290165829,-0.911248449,-0.613946373,1.724232653,1.259657261,-0.087111754,-7.717791588,-2.492092102,0.080925647,0.147540468,0.570054225,-1.691756544,0.409313539,0.139370736,0.397249134,5.923170975,3.634305583,76.55313262
0.529730605,0.980300259,-0.788070935,0.92719937,-0.879420898,0.287975245,-0.663832039,-0.812091816,-15.82069624,-17.46557288,16.43146143,-10.11177183,0.588194826,-1.24753633,1.546540659,0.410627938,0.839525377,0.88083031,-0.863743105,1.183566467,2.311001804,0.631949273,109.3991796
-0.385278423,-0.159901451,-0.540434052,0.379425096,-0.088759523,-0.05737472,-0.256004237,0.00340643,5.112759637,8.607864174,-0.074941857,1.729798519,-0.156553717,0.231414774,-0.002902162,-0.720592445,0.106724587,-0.043727751,-0.383416379,0.245386062,2.248135782,0.632155409,13.25174001
-1.195176189,-0.660516268,0.674132518,1.432855746,0.376606576,0.707474243,0.17980889,-0.983167697,-3.467317102,49.14440533,18.88109927,-24.90361299,-0.260390955,0.4301501,0.060725689,0.794332479,0.050557018,0.400027851,0.443866613,0.524349047,1.394198039,2.101822558,53.7806668
-0.568895782,0.850563265,-0.202423839,0.887365979,0.45985214,0.168754268,0.369344911,-0.037751784,-4.259220843,4.58776097,3.071023264,1.833483193,0.251934276,0.115982705,0.467217794,-0.493960874,-0.231731008,-0.283199079,-0.688989932,0.33110885,0.927491663,0.689543967,29.89976631
0.387567605,-0.612830593,-0.368559062,0.840487355,0.820800077,0.202110014,-1.079967993,-0.04350288,-6.511913921,16.18595012,-22.60215841,0.52571614,-1.067160675,1.072598179,-0.517922628,-1.175701238,-0.985405321,0.655179398,-0.265145291,-0.979805364,3.882103224,4.05582743,80.91209767
-0.161301535,0.002702824,-0.180069304,0.032883405,0.918441962,-0.820947795,0.385551241,-0.905474921,-4.748547668,2.59648163,-6.233868496,-38.17408115,0.459285697,-0.466803822,0.119515515,0.023494634,-0.768686723,0.284670978,-0.100542986,-0.037612667,2.201510948,3.038332989,30.0883333
1.009314374,-0.04037933,0.30905411,0.399311386,0.529794782,-1.084220012,0.545532154,-0.04388613,5.318479581,11.27373865,13.50739048,2.077870283,-0.289284022,-0.294364414,-0.08150245,0.371952611,0.883511113,-0.217990656,-0.511605231,-0.564361809,0.138275795,1.900880014,40.62212538
-0.399500471,-0.158877492,-0.191996275,-0.430376867,0.582227741,-1.477089397,1.557788381,-0.469699903,-6.390618695,-0.774812382,-0.415016155,-24.12324099,0.615433479,0.608415089,-0.152270667,0.199102939,-0.838109162,0.103450721,-0.027323117,-0.22703617,2.122114009,1.049612813,52.7117778
0.024159695,0.470826958,0.347595544,-0.63059931,-0.684971367,0.497715851,1.267297574,0.031576901,-19.96889878,-1.710081406,-13.60711395,-31.08210869,-1.172797354,0.117081595,0.247921977,-0.621867245,-0.574501678,0.538199055,-0.076609845,-0.431577291,1.327474069,2.141540625,50.65005188
-0.009421695,0.155624597,0.289488173,-0.452909101,-0.021903655,-0.406421391,-0.482652724,1.539814449,-5.466314989,1.633520354,20.87921321,-8.135293634,1.196742857,-1.453074375,0.511484305,-0.362730068,0.154471786,-0.448969537,0.078402083,-0.164110517,5.516212746,1.922860293,63.93734781
-0.380613862,0.955914853,0.418149459,-0.116138192,0.60172235,-0.72165238,-0.391683243,-0.07406821,-21.20096557,15.24399809,20.84690619,-5.779560413,-0.373070576,0.102087834,-0.315209352,0.279212117,-0.217617537,0.885343829,0.074878859,0.995533033,1.829304435,3.377737487,39.46594509
-0.110603581,0.078654985,-0.100974443,0.360531873,-0.730079001,-0.411361625,-1.971242551,0.801209047,-3.839442558,0.572703499,-20.88197907,-19.47369731,1.294196574,-1.096793473,0.013098641,0.29820885,-0.655285357,-0.130200861,0.064241114,-0.087068806,2.64326876,1.164424648,76.38291742
-0.161586954,-1.264074946,1.532337537,-0.606735695,-0.515346935,0.426495945,-0.604979678,-0.50257089,40.43405373,-7.677996038,-13.41838806,-16.05265982,0.249795544,-0.26913574,-0.243549289,-0.729885487,0.18560462,0.251174694,0.593415474,-0.042913637,1.405703893,0.986725099,44.86201417
0.160250061,0.175012701,-0.103285008,-0.039989565,0.412733219,1.196375238,-0.405880024,-0.44238288,0.608068693,-2.237222019,9.552762218,-9.974496975,-2.143671775,-4.02543254,0.683551364,0.490538833,-0.760064084,-9.583684808,0.8457005,1.591904347,1.493694771,4.667547587,274.3116826
-0.503065275,0.879001755,0.818364548,0.826206942,0.116474459,0.265977796,0.298713929,-0.125859763,16.25829022,-18.37463103,-1.271104306,-6.507672252,0.18265591,-0.109291526,-0.60804618,-0.461979856,-0.100180139,-0.162233458,-0.24629856,0.617770182,2.033559647,0.392013963,29.9475875
0.61872813,-0.719544368,0.506895053,-0.023208327,0.187642008,0.321789795,-0.087010548,0.249692369,-9.458113869,6.772524382,-2.399433266,-6.36837929,0.17886208,0.155135993,-0.148700395,0.429341326,-0.329865755,0.049431468,-0.393464881,-0.753161325,0.578999645,2.733247516,21.71658363
-0.778653587,0.657201085,-0.644132463,-0.754291438,0.455315459,0.377294056,-0.415799813,0.478235886,-0.406189729,-0.604536208,0.95312357,-0.374474467,-0.526164469,-0.233651846,-0.483410567,0.760461651,0.206319131,-0.495995442,-0.778304821,-0.501085564,1.870844324,1.91950638,44.78102338
-0.132466649,-0.857231122,0.34638684,-1.487732987,0.092577326,-1.029497296,0.920318951,-1.622459463,-5.593069903,-35.98971074,5.769173837,-42.86594659,1.01003216,0.816753001,-0.982726667,-0.407128973,-0.69676482,-0.180654877,0.604000678,0.006457632,1.766019029,1.558623631,94.51840478
0.449075338,0.083502958,0.565978857,-0.360218711,0.32755599,0.183795374,0.507012542,-0.185796768,-5.38928315,-6.206873732,-3.047388605,-6.297653047,0.05470949,1.067760531,-0.350121739,-1.281376566,0.539353908,-0.512011981,-0.420768053,0.800563985,0.94792395,0.560960076,38.40139642
0.570674129,0.038914353,-0.278092504,-0.515952738,0.438711556,0.277521307,0.030478913,-0.512114233,11.38674649,-17.54977865,15.44010075,-7.31222367,-0.796909502,-1.168981428,1.476780912,0.657107167,-1.425306961,0.134028615,1.310999646,-0.877232647,2.804572869,4.82169744,58.99809481
-0.71890699,-0.077152184,0.43625135,-0.547906976,-0.033294832,-0.814868355,0.701392973,0.430870971,-2.690149575,-6.750093078,8.073398891,-3.149064949,-1.28507177,0.998893571,-0.711034325,-1.188355799,-1.531553186,-0.504716371,0.642471222,-1.277155191,2.11097456,2.646331571,82.82952588
0.148957845,1.111615485,-0.52750554,0.218578631,0.609719868,0.037526036,0.02795766,0.341146419,7.776775997,-4.578419316,-3.583693181,-4.740682922,-0.222482174,-0.268819251,-0.313323555,0.490578006,0.531518817,-0.324505996,-0.773310989,-0.8421696,1.971647041,3.097456622,37.57633018
0.685995675,-0.42013291,-0.742623787,-0.228674825,0.058974308,-0.611536277,-0.381915895,0.416938541,-2.032697891,-10.33260384,-7.403714762,-2.070919532,-0.206532037,0.254584792,0.437744669,0.106517112,-0.012862502,0.355976077,0.382406307,-0.267009166,0.168272498,0.906648674,20.03494574
-0.330564125,0.326011014,-0.330253452,-0.267223973,-0.349016557,-0.582793951,0.532282802,-0.347406703,-1.650439753,-0.584052135,0.774786154,-1.154474937,-1.431055541,0.709429499,-0.745051223,-0.764549584,-0.698501409,-1.557577928,0.921354011,-0.715723388,1.695507281,1.925308938,56.3543494
0.236813365,-0.167576299,-0.582092655,-0.219243071,0.460102038,-0.083039662,-0.710943068,-0.696494425,-10.67973737,-11.07663394,-7.462674495,-22.13217827,-6.523140917,5.014538112,2.467525032,-4.511457987,0.147906397,3.862282037,-1.098007378,-2.132206514,10.16369815,4.79519689,247.0019317
0.4304764,0.795835128,-0.900857416,0.502650041,-0.418414685,-1.061178312,1.266504175,-0.4522203,-1.978939051,-1.641996492,4.136892582,1.940307905,-0.455090893,-1.018220517,-0.47335315,-0.712654541,0.850614228,-0.41397888,0.630443045,-0.406945424,2.506824022,1.956851654,73.61560752
-0.728001616,0.030601212,-0.340503067,-0.08771659,0.373457803,-0.646503452,0.262489667,-0.244790402,-11.89471742,-15.22425692,19.391139,-3.888749249,14.37290179,9.556305952,-0.314817189,16.90591954,-34.40115523,-10.27781034,-9.532275759,-33.71785135,48.39160599,98.52544899,1146.596979
-0.647196593,-1.094310094,0.735382871,-1.160076813,-0.435677449,-0.353919671,0.103572521,-0.593436895,18.79248638,16.33811314,10.26734352,4.197956935,-0.888678706,-0.73249324,1.234049496,2.317776186,0.999689339,-0.390056386,-2.430159554,0.042587234,2.717848362,1.084460593,142.1279877
-0.14117006,0.278900338,-0.188074775,-0.254351582,-0.133480147,-1.084328459,1.066865914,0.595960456,-6.77158393,8.576509605,6.768443246,-35.89267087,-0.962948614,-0.150494064,-0.211075049,-0.13819849,-0.399952578,-0.774122244,0.028402061,-0.24768618,2.028295607,1.45798325,40.88894641
0.365875018,-0.868144056,0.648638009,-0.094914157,-0.94944618,0.617757389,-0.731545194,-0.34138561,5.744799688,-13.26053304,-15.69704008,9.147546288,-0.217099209,2.200679927,0.834936585,1.589806218,-2.45943783,-1.89178347,-2.575917237,-0.156198304,2.551306803,3.741515214,158.40745
-0.267241192,-0.587382027,-0.610312141,-0.40506481,-0.121464734,0.12905938,-0.017477444,0.251234173,8.729748371,8.61919943,1.013068483,-1.820208321,-0.290999836,0.239277396,0.187196305,1.079677459,0.265124378,-0.000670574,0.36362035,-0.894263455,3.493807251,1.714213604,27.83857577
-0.808553903,0.609766456,0.74441804,-0.683259204,-1.099773872,-0.023256728,0.982969037,-0.05846264,-17.28321425,-19.78942,-0.98313576,-27.67846649,0.334117805,0.343769888,-0.488586819,-0.057156954,0.341134733,0.412813883,-0.481888621,-0.104169238,1.454794487,0.676996778,36.56050105
0.592526032,-0.095792562,0.497463509,-0.171635357,-0.314863696,-0.142065506,-0.29727907,-0.01887109,2.121212403,2.991019879,1.725534595,-0.508678767,-0.075160038,0.485966624,0.208340184,0.843379843,0.28031938,-0.49658905,-0.069531315,-0.988416427,3.263496857,3.269105104,24.77292028
0.120869398,-0.189494692,0.377922965,0.146582534,0.519211363,0.009389909,0.180959815,0.806377001,2.998736525,-3.022509158,7.166465938,2.205851245,-1.404155871,-1.100934991,0.832085314,-0.271226615,0.880876737,-0.693611936,0.056797751,0.48193205,1.816860226,1.659019208,44.80185411
-0.193216581,-0.92099763,0.173091611,-1.683544607,-0.32841215,-0.331411387,-0.383401721,-0.660705777,-8.697590607,28.19813511,3.614852031,12.32471448,-0.177384447,-0.494914731,-0.326490266,1.118104126,0.181103239,0.265171684,-0.01628129,-0.64746513,1.128676857,1.641707957,55.68212415
-0.255337299,0.390369974,-0.316481307,-0.62590393,0.275709309,0.780226899,-1.242123288,-0.239677997,-12.05618107,-11.82788973,-30.62929115,7.707723502,-5.583378381,-3.830014885,0.215797331,3.74766721,0.313999809,-4.417863879,-2.087055134,1.370120689,19.16660115,12.62401526,285.0138259
-0.28144817,0.390744502,0.359305169,0.903339303,0.247370978,-0.315949381,-0.271546376,-0.71631869,-14.88357471,3.020795719,10.95939441,-1.607740331,1.611123738,0.947430642,2.063835643,1.16902344,-0.012338159,-0.978943831,-0.06182486,-1.173275904,3.334309824,2.60545668,83.50244499
-1.061666547,-0.238900269,0.019684393,0.748289249,0.46467972,0.772513916,0.460435108,-0.453088604,5.824856689,-19.96699346,-16.20894818,8.261150612,-1.089884352,0.591038991,-0.361213468,1.390538608,0.446629372,1.671613789,1.831135946,1.004602302,0.547330629,2.925631104,101.5123164
1.271398568,-0.077534144,-0.740685447,1.059733181,0.475647561,1.024746647,-1.008879846,-0.306741959,18.7190108,4.102908328,1.293534535,16.63203683,-0.315437676,-0.266863168,0.430893709,-0.26642547,-0.01219683,-0.442505852,0.46950405,0.169312201,0.765883116,1.030063397,39.5688532
-0.506701638,0.193089105,0.179046938,0.347777353,-1.847287954,-0.67970971,-0.650104341,1.422646162,1.165624358,-0.473133388,4.540666414,-5.16385915,-0.414989089,0.307713597,0.003705175,-0.129144619,0.425798216,0.491300659,-0.177346485,-0.024999743,1.455503363,1.684842258,39.72733284
-0.63374097,0.074701312,-0.186733573,-0.447856566,-0.651713119,0.533828528,-0.497573306,-0.439110831,10.61293696,-18.18239391,1.717103704,-26.35841414,-0.334619915,0.658391583,0.430582927,-0.325893113,-0.756646567,-0.553607644,0.256928261,0.662065832,1.784010649,3.190602866,35.45113305
-0.011335567,0.479811395,-0.082738056,-0.33757398,0.547099717,1.536875417,-0.632801471,-0.931527225,2.66502595,-2.094560268,8.015912065,-6.029411822,-0.401510981,2.310028153,0.364855329,-0.62493573,-1.406056866,3.091844333,0.711534105,-0.701607671,3.979339359,6.101011894,158.4822183
0.758133083,-1.206337787,-0.957523991,1.486793526,-0.676627149,-0.416188091,0.744029629,0.54848834,35.19763241,16.6835358,9.370700487,-18.05632817,0.123839069,-0.372975327,-0.727088421,-0.191466069,0.079221529,-0.328316188,-0.587466623,-0.147760366,0.505645837,1.43080157,50.20394976
0.151947809,1.368091414,-0.361599672,0.619666166,-1.728549733,0.567605782,-0.860575932,-0.247528693,3.456358632,-15.47755355,21.69880465,-0.269076911,0.287073419,0.482127137,-0.430943678,0.128081197,-1.033210231,-0.481871509,0.517226132,-0.690269305,1.230663824,1.129842945,72.65537364
0.300148172,-0.008337684,0.051629779,-0.086601752,1.51891099,-0.76318539,-0.067643331,-0.589730271,2.039990628,2.947553998,20.96793744,1.83433389,0.225814473,0.850147407,0.0571042,-0.138063606,2.063172213,-1.445156142,-0.438292039,0.076676627,1.053285951,5.699689691,88.06151254
0.108745325,-1.028628141,1.148318316,-1.037916642,-0.169556786,-0.402709896,0.330107498,-0.560553517,-16.50082035,13.4338379,-2.389751444,7.139815084,0.271100163,-0.008335366,-0.621476173,-0.173942219,-0.104264784,0.149391969,0.386884884,-0.190537949,2.392124906,0.917598444,30.21643598
0.558456862,-0.469084894,0.736459521,-0.415883302,0.058470403,0.699938313,-0.047984649,0.787338518,2.642983209,-0.301708702,0.224008811,3.098129655,-1.435833618,0.322225583,-1.127123333,-1.104150834,1.224013084,-0.467684015,1.130173314,0.757576316,3.563236991,3.198334585,78.37190996
0.321347697,0.033474069,-0.227336898,0.192685827,0.497723085,-0.118723091,-0.147891821,0.448655923,-7.884055028,-3.302601766,-15.76521363,-1.032574722,0.175112234,0.806672025,0.171461319,-0.491694089,-0.644162591,0.620061749,0.513535833,-0.234516168,2.870399337,1.807159019,21.02562747
0.246659989,-0.936618262,1.252516854,0.302252501,-0.375781052,-0.439162772,0.536317426,-0.467123421,-2.869678291,-4.382430918,-2.5588546,-1.389139937,-0.070258626,-0.70414977,-0.966416306,0.842336248,0.572721602,-0.052076324,-0.618006635,-0.739422992,2.348870481,1.943214216,60.81612583
-0.570900561,0.433778595,0.01767183,-0.427370887,1.069495464,0.140646138,-0.466593093,0.396744638,-6.984780688,5.449265654,12.36778019,4.389490741,0.193044671,1.136281292,0.674302006,0.439578309,-1.256013213,1.594713208,0.15263901,1.340619266,2.669315182,5.686454961,74.80508205
0.500398714,-0.3741144,-0.739295456,-0.168692056,-0.319360923,0.542511425,0.753240124,-0.073889683,13.16724159,-17.5680614,-5.670110272,22.35731055,0.625709067,-1.013227229,0.916035109,-0.764479447,-0.37452109,-0.916988784,0.008863163,-0.983019165,3.262939683,1.206480552,54.10914442
0.061455827,0.938511573,0.606048518,0.451004757,0.153435732,-0.645129845,-0.315559637,-0.458230083,-2.268109887,12.65256134,3.092452467,-8.09064221,-0.567500405,-1.018457496,-1.174930551,-1.060945303,-0.447920765,1.315423134,-0.057762416,1.970037511,3.273115255,2.957586933,82.13941387
-1.268400046,-0.136914998,0.856380029,-0.426157043,0.191911851,0.817536893,-0.407272759,-0.478179232,-0.59207185,13.07903215,6.316165888,-0.038923726,0.040113192,0.464889047,0.70179603,0.111578514,-0.236513784,0.577273353,0.708167272,0.629864132,2.697423536,4.18325551,48.0961662
0.897743469,-1.007480327,0.028057581,0.572905314,0.458017179,-0.352794854,-0.008799657,0.27335983,-32.47419298,-6.632807035,-14.25020447,-3.711800379,0.000441767,0.292587848,-0.050642522,-0.611527673,-0.476990116,0.39370515,0.923545736,-1.109526512,0.926866315,4.044096218,48.66162273
-0.364911516,0.176506318,-0.050849541,0.202646566,-0.794608753,-1.864138617,-0.966738931,-0.447503155,11.40911232,-0.974330952,-7.130600881,51.61768308,-0.607925594,0.782701072,-0.173056399,-0.08849415,1.856066775,-0.330264224,0.083649273,0.367716679,1.804191521,5.727210249,90.13887366
0.062248892,0.303918233,-0.175223495,0.349820542,-0.256695984,-0.323245619,-0.100063403,-0.38148525,1.212418427,-2.176837082,-2.038650982,3.035098529,0.260069364,0.33076036,-0.022765627,0.416789444,-0.388583085,-0.207192865,-0.190096113,-0.270932462,1.564968889,0.858249088,10.8209626
0.062580057,-0.500869427,-0.257750232,0.153489472,1.141219304,0.388268671,-0.313932978,-0.654006959,-5.676307902,-1.358176864,6.18806747,-13.63987844,-0.936492,0.279980419,-0.149954632,-0.375351797,-0.757158469,1.436916455,-0.65336695,-0.188813775,1.00677981,1.01482115,55.66961717
0.06071517,-0.603916881,-0.268986808,0.373697959,-0.99730721,0.085769213,0.559998307,0.293745827,-5.892126053,-2.03489513,0.031486771,10.8047693,0.073666966,-0.441866279,-0.311021992,-0.098257409,-0.278539459,-0.652100151,-0.419821277,0.092864634,1.364691653,1.064100314,24.93107732
0.563809079,0.766740855,-0.14437933,0.436876342,0.924209617,-0.743797693,0.514985406,0.146518744,-13.68303252,3.828768445,6.34397616,16.45215256,-0.507604312,0.656292094,0.545174009,0.459502569,-0.53712885,-1.758121543,-1.427869135,0.369004766,1.40473172,1.908030151,77.4625481
-0.021311916,0.372393943,1.954688453,-0.449158026,-0.110153464,-0.111502358,-0.390472883,0.805650032,-24.23474379,-22.33029169,14.46156159,-1.37679058,1.162690138,-1.4619764,4.184524314,-0.022223942,-0.173364419,-0.27728424,0.213365736,-0.748421166,4.81088632,0.747729973,185.0533225
0.021390229,-1.101649665,0.661474777,0.682320618,1.194847861,-0.315588382,-0.513460915,0.939016621,2.812652831,13.84382872,-14.08755797,7.981430947,-2.153038626,0.453835762,0.181003491,-1.945418665,-2.090632016,-1.443925959,1.749001755,-1.439759466,0.911927916,2.150305437,175.1145546
-0.942468071,0.373446009,1.760007185,0.011374211,0.681919834,0.510235557,-0.760698998,-1.275709157,38.59835328,29.54357304,3.767727158,-41.12263228,-5.433789435,3.885331506,0.605664724,7.892417734,-2.032406007,3.246659976,2.025373552,4.084717199,8.687269678,4.039561016,564.3845043
